origen,destino,distancia_km
C58,C41,12.08
C58,C42,25.96
C58,C43,17.07
C58,C44,13.5
C58,C45,22.64
C58,C46,29.47
C58,C47,7.32
C58,C48,21.9
C58,C49,7.74
C58,C50,16.79
C58,C51,26.16
C58,C52,29.99
C58,C53,29.25
C58,C54,27.05
C58,C55,16.9
C58,C56,22.1
C59,C23,2.85
C59,C24,5.18
C59,C25,8.93
C59,C26,10.64
C59,C27,4.87
C59,C28,9.05
C59,C29,18.43
C59,C30,5.87
C59,C31,29.7
C59,C32,11.6
C59,C33,13.61
C59,C34,2.21
C59,C35,7.8
C59,C36,9.11
C59,C37,1.71
C59,C38,11.25
C59,C39,6.43
C59,C40,13.36
C59,C41,13.65
C59,C42,13.05
C59,C43,7.34
C59,C44,12.56
C59,C45,5.31
C59,C46,10.09
C59,C47,20.63
C59,C48,4.68
C59,C49,24.31
C59,C50,8.54
C59,C51,6.78
C59,C52,8.11
C59,C53,7.37
C59,C54,5.17
C59,C55,9.58
C59,C56,2.38
C60,C23,11.52
C60,C24,16.15
C60,C25,13.25
C60,C26,14.15
C60,C27,11.65
C60,C28,9.0
C60,C29,21.56
C60,C30,13.27
C60,C31,38.53
C60,C32,15.11
C60,C33,7.86
C60,C34,10.88
C60,C35,17.44
C60,C36,3.52
C60,C37,9.31
C60,C38,14.58
C60,C39,13.99
C60,C40,18.52
C60,C41,22.2
C60,C42,7.3
C60,C43,16.01
C60,C44,16.55
C60,C45,6.59
C60,C46,2.0
C60,C47,29.46
C60,C48,7.02
C60,C49,27.44
C60,C50,16.61
C60,C51,4.29
C60,C52,14.88
C60,C53,14.14
C60,C54,11.68
C60,C55,12.19
C60,C56,9.05
C61,C23,22.52
C61,C24,18.13
C61,C25,30.45
C61,C26,14.58
C61,C27,26.39
C61,C28,19.59
C61,C29,6.43
C61,C30,18.66
C61,C31,13.83
C61,C32,13.79
C61,C33,22.16
C61,C34,21.72
C61,C35,19.84
C61,C36,28.12
C61,C37,23.45
C61,C38,13.12
C61,C39,17.23
C61,C40,11.4
C61,C41,12.72
C61,C42,22.84
C61,C43,16.71
C61,C44,12.13
C61,C45,22.28
C61,C46,29.11
C61,C47,11.99
C61,C48,21.54
C61,C49,1.97
C61,C50,16.43
C61,C51,25.8
C61,C52,29.63
C61,C53,28.89
C61,C54,26.69
C61,C55,15.61
C61,C56,23.45
C62,C23,12.96
C62,C24,9.98
C62,C25,21.3
C62,C26,5.35
C62,C27,17.24
C62,C28,9.33
C62,C29,5.54
C62,C30,8.41
C62,C31,28.31
C62,C32,5.72
C62,C33,12.92
C62,C34,12.08
C62,C35,12.48
C62,C36,17.77
C62,C37,14.31
C62,C38,3.88
C62,C39,8.0
C62,C40,8.3
C62,C41,15.13
C62,C42,13.6
C62,C43,9.31
C62,C44,3.61
C62,C45,11.93
C62,C46,18.76
C62,C47,19.24
C62,C48,11.19
C62,C49,11.18
C62,C50,7.35
C62,C51,15.45
C62,C52,20.48
C62,C53,19.74
C62,C54,17.54
C62,C55,6.38
C62,C56,12.76
C63,C23,16.37
C63,C24,11.98
C63,C25,24.3
C63,C26,17.68
C63,C27,20.24
C63,C28,19.28
C63,C29,9.54
C63,C30,16.18
C63,C31,18.62
C63,C32,16.89
C63,C33,27.47
C63,C34,15.57
C63,C35,11.23
C63,C36,24.78
C63,C37,17.29
C63,C38,14.56
C63,C39,15.34
C63,C40,8.32
C63,C41,4.2
C63,C42,28.15
C63,C43,10.56
C63,C44,13.81
C63,C45,21.53
C63,C46,25.77
C63,C47,4.86
C63,C48,20.79
C63,C49,12.88
C63,C50,10.27
C63,C51,22.46
C63,C52,23.47
C63,C53,22.73
C63,C54,20.54
C63,C55,19.89
C63,C56,17.29
C64,C23,14.79
C64,C24,15.11
C64,C25,19.05
C64,C26,9.22
C64,C27,15.94
C64,C28,8.24
C64,C29,15.84
C64,C30,11.18
C64,C31,37.76
C64,C32,9.86
C64,C33,2.37
C64,C34,15.09
C64,C35,16.4
C64,C36,9.25
C64,C37,13.6
C64,C38,10.87
C64,C39,12.96
C64,C40,17.74
C64,C41,22.2
C64,C42,3.05
C64,C43,17.18
C64,C44,11.3
C64,C45,10.88
C64,C46,6.53
C64,C47,28.69
C64,C48,10.14
C64,C49,26.68
C64,C50,16.12
C64,C51,7.08
C64,C52,19.18
C64,C53,18.43
C64,C54,15.97
C64,C55,7.19
C64,C56,12.76
C65,C23,13.76
C65,C24,16.79
C65,C25,17.0
C65,C26,11.11
C65,C27,13.89
C65,C28,9.91
C65,C29,22.47
C65,C30,12.86
C65,C31,39.43
C65,C32,11.75
C65,C33,4.45
C65,C34,13.12
C65,C35,18.07
C65,C36,7.2
C65,C37,11.55
C65,C38,12.77
C65,C39,14.63
C65,C40,19.41
C65,C41,23.87
C65,C42,3.67
C65,C43,18.85
C65,C44,13.19
C65,C45,8.83
C65,C46,4.09
C65,C47,30.36
C65,C48,9.27
C65,C49,28.35
C65,C50,17.79
C65,C51,6.53
C65,C52,17.13
C65,C53,16.39
C65,C54,13.92
C65,C55,9.54
C65,C56,11.29
C66,C23,21.09
C66,C24,16.7
C66,C25,29.02
C66,C26,21.42
C66,C27,24.96
C66,C28,22.13
C66,C29,12.62
C66,C30,21.2
C66,C31,11.92
C66,C32,20.63
C66,C33,28.5
C66,C34,20.29
C66,C35,17.23
C66,C36,31.7
C66,C37,22.01
C66,C38,17.48
C66,C39,21.0
C66,C40,14.98
C66,C41,11.52
C66,C42,29.18
C66,C43,15.28
C66,C44,16.73
C66,C45,25.86
C66,C46,32.69
C66,C47,2.49
C66,C48,25.12
C66,C49,10.96
C66,C50,14.99
C66,C51,29.38
C66,C52,28.19
C66,C53,27.45
C66,C54,25.26
C66,C55,20.13
C66,C56,25.33
C67,C23,16.25
C67,C24,11.86
C67,C25,24.18
C67,C26,14.59
C67,C27,20.12
C67,C28,14.76
C67,C29,6.45
C67,C30,16.06
C67,C31,15.55
C67,C32,13.81
C67,C33,22.17
C67,C34,15.45
C67,C35,12.39
C67,C36,24.66
C67,C37,17.18
C67,C38,12.2
C67,C39,13.04
C67,C40,6.13
C67,C41,6.69
C67,C42,22.85
C67,C43,10.44
C67,C44,11.45
C67,C45,16.52
C67,C46,25.65
C67,C47,6.48
C67,C48,15.78
C67,C49,9.1
C67,C50,10.16
C67,C51,22.34
C67,C52,23.36
C67,C53,22.62
C67,C54,20.42
C67,C55,14.85
C67,C56,17.18
C68,C23,7.73
C68,C24,10.68
C68,C25,6.37
C68,C26,15.24
C68,C27,3.5
C68,C28,10.09
C68,C29,22.64
C68,C30,11.37
C68,C31,35.19
C68,C32,16.19
C68,C33,14.65
C68,C34,7.71
C68,C35,10.8
C68,C36,5.34
C68,C37,5.05
C68,C38,15.66
C68,C39,11.93
C68,C40,17.5
C68,C41,19.15
C68,C42,14.08
C68,C43,12.84
C68,C44,17.01
C68,C45,5.06
C68,C46,8.9
C68,C47,26.12
C68,C48,8.11
C68,C49,28.52
C68,C50,14.04
C68,C51,7.82
C68,C52,6.78
C68,C53,4.78
C68,C54,3.77
C68,C55,13.27
C68,C56,6.43
C69,C23,10.63
C69,C24,6.24
C69,C25,18.55
C69,C26,13.18
C69,C27,14.49
C69,C28,13.54
C69,C29,7.21
C69,C30,10.43
C69,C31,19.8
C69,C32,12.39
C69,C33,21.73
C69,C34,9.82
C69,C35,8.02
C69,C36,19.04
C69,C37,11.55
C69,C38,10.06
C69,C39,9.6
C69,C40,3.6
C69,C41,4.0
C69,C42,22.41
C69,C43,4.81
C69,C44,9.31
C69,C45,15.79
C69,C46,20.02
C69,C47,10.73
C69,C48,15.05
C69,C49,13.09
C69,C50,4.53
C69,C51,16.71
C69,C52,17.73
C69,C53,16.99
C69,C54,14.79
C69,C55,14.15
C69,C56,11.55
C70,C23,8.87
C70,C24,11.43
C70,C25,5.58
C70,C26,15.98
C70,C27,4.64
C70,C28,10.83
C70,C29,23.39
C70,C30,12.11
C70,C31,35.94
C70,C32,16.94
C70,C33,15.4
C70,C34,8.46
C70,C35,11.94
C70,C36,5.49
C70,C37,5.8
C70,C38,16.41
C70,C39,12.68
C70,C40,18.25
C70,C41,19.9
C70,C42,14.83
C70,C43,13.58
C70,C44,17.76
C70,C45,5.81
C70,C46,9.05
C70,C47,26.87
C70,C48,8.85
C70,C49,29.27
C70,C50,14.79
C70,C51,8.57
C70,C52,7.35
C70,C53,5.33
C70,C54,4.74
C70,C55,14.02
C70,C56,7.18
C71,C23,21.09
C71,C24,16.7
C71,C25,29.01
C71,C26,13.43
C71,C27,24.95
C71,C28,19.08
C71,C29,6.91
C71,C30,18.15
C71,C31,17.68
C71,C32,12.64
C71,C33,21.0
C71,C34,20.28
C71,C35,18.4
C71,C36,26.68
C71,C37,22.01
C71,C38,11.96
C71,C39,16.08
C71,C40,9.96
C71,C41,15.75
C71,C42,21.68
C71,C43,15.27
C71,C44,10.0
C71,C45,20.84
C71,C46,27.67
C71,C47,20.49
C71,C48,20.1
C71,C49,2.46
C71,C50,14.99
C71,C51,24.36
C71,C52,28.19
C71,C53,27.45
C71,C54,25.25
C71,C55,14.46
C71,C56,22.01
C72,C23,11.68
C72,C24,9.23
C72,C25,17.71
C72,C26,17.6
C72,C27,13.65
C72,C28,16.53
C72,C29,11.63
C72,C30,13.43
C72,C31,21.77
C72,C32,16.81
C72,C33,24.73
C72,C34,12.82
C72,C35,7.13
C72,C36,22.03
C72,C37,14.55
C72,C38,14.49
C72,C39,12.59
C72,C40,8.02
C72,C41,2.03
C72,C42,25.41
C72,C43,7.81
C72,C44,13.73
C72,C45,18.79
C72,C46,23.02
C72,C47,12.7
C72,C48,18.04
C72,C49,17.51
C72,C50,7.53
C72,C51,19.71
C72,C52,16.88
C72,C53,16.14
C72,C54,13.95
C72,C55,17.15
C72,C56,14.55
C73,C23,3.01
C73,C24,6.37
C73,C25,6.92
C73,C26,13.08
C73,C27,4.62
C73,C28,11.4
C73,C29,20.86
C73,C30,8.3
C73,C31,32.05
C73,C32,14.03
C73,C33,18.6
C73,C34,4.64
C73,C35,6.06
C73,C36,14.09
C73,C37,5.66
C73,C38,13.68
C73,C39,8.86
C73,C40,15.79
C73,C41,16.0
C73,C42,18.03
C73,C43,9.69
C73,C44,13.5
C73,C45,10.29
C73,C46,15.07
C73,C47,22.98
C73,C48,9.66
C73,C49,26.74
C73,C50,10.9
C73,C51,11.76
C73,C52,6.1
C73,C53,5.81
C73,C54,4.92
C73,C55,12.01
C73,C56,6.49
C74,C23,15.36
C74,C24,10.97
C74,C25,23.29
C74,C26,13.79
C74,C27,19.23
C74,C28,14.02
C74,C29,5.65
C74,C30,13.09
C74,C31,17.61
C74,C32,13.0
C74,C33,22.82
C74,C34,14.56
C74,C35,12.39
C74,C36,21.62
C74,C37,16.29
C74,C38,10.67
C74,C39,12.29
C74,C40,5.39
C74,C41,6.51
C74,C42,23.5
C74,C43,9.55
C74,C44,9.92
C74,C45,15.78
C74,C46,22.61
C74,C47,8.54
C74,C48,15.04
C74,C49,8.98
C74,C50,9.27
C74,C51,19.3
C74,C52,22.47
C74,C53,21.73
C74,C54,19.53
C74,C55,14.69
C74,C56,16.28
C75,C23,14.48
C75,C24,14.52
C75,C25,22.83
C75,C26,4.27
C75,C27,18.77
C75,C28,10.07
C75,C29,12.61
C75,C30,9.14
C75,C31,33.64
C75,C32,4.5
C75,C33,13.86
C75,C34,13.61
C75,C35,15.81
C75,C36,17.64
C75,C37,15.84
C75,C38,7.66
C75,C39,12.36
C75,C40,13.63
C75,C41,20.46
C75,C42,14.54
C75,C43,16.59
C75,C44,8.07
C75,C45,12.84
C75,C46,18.63
C75,C47,24.57
C75,C48,12.25
C75,C49,19.44
C75,C50,15.53
C75,C51,14.71
C75,C52,22.0
C75,C53,21.26
C75,C54,19.07
C75,C55,7.11
C75,C56,13.27
C76,C23,13.4
C76,C24,18.03
C76,C25,16.64
C76,C26,11.56
C76,C27,13.52
C76,C28,10.88
C76,C29,23.44
C76,C30,15.14
C76,C31,40.4
C76,C32,12.2
C76,C33,4.9
C76,C34,12.76
C76,C35,19.32
C76,C36,6.84
C76,C37,11.19
C76,C38,13.21
C76,C39,15.87
C76,C40,20.4
C76,C41,24.08
C76,C42,4.12
C76,C43,17.89
C76,C44,13.64
C76,C45,8.47
C76,C46,3.73
C76,C47,31.33
C76,C48,8.9
C76,C49,29.32
C76,C50,18.49
C76,C51,6.17
C76,C52,16.76
C76,C53,16.02
C76,C54,13.56
C76,C55,9.99
C76,C56,10.93
C77,C23,28.08
C77,C24,23.69
C77,C25,36.01
C77,C26,28.66
C77,C27,31.95
C77,C28,29.37
C77,C29,19.86
C77,C30,28.44
C77,C31,2.81
C77,C32,27.87
C77,C33,35.74
C77,C34,27.28
C77,C35,24.22
C77,C36,36.49
C77,C37,29.01
C77,C38,24.72
C77,C39,28.25
C77,C40,22.22
C77,C41,18.52
C77,C42,36.43
C77,C43,22.27
C77,C44,23.97
C77,C45,33.1
C77,C46,37.48
C77,C47,13.39
C77,C48,32.36
C77,C49,17.72
C77,C50,21.99
C77,C51,34.17
C77,C52,35.19
C77,C53,34.45
C77,C54,32.25
C77,C55,27.37
C77,C56,29.0
C78,C23,13.55
C78,C24,10.04
C78,C25,21.9
C78,C26,7.53
C78,C27,17.84
C78,C28,9.72
C78,C29,3.71
C78,C30,8.79
C78,C31,22.32
C78,C32,6.74
C78,C33,15.1
C78,C34,12.68
C78,C35,11.74
C78,C36,18.34
C78,C37,15.36
C78,C38,5.07
C78,C39,8.59
C78,C40,2.8
C78,C41,9.1
C78,C42,15.78
C78,C43,8.62
C78,C44,3.17
C78,C45,12.5
C78,C46,19.32
C78,C47,13.25
C78,C48,11.75
C78,C49,9.6
C78,C50,5.61
C78,C51,16.01
C78,C52,21.08
C78,C53,20.34
C78,C54,18.14
C78,C55,7.72
C78,C56,12.92
C79,C23,7.17
C79,C24,9.51
C79,C25,7.11
C79,C26,13.72
C79,C27,3.67
C79,C28,8.57
C79,C29,21.12
C79,C30,9.42
C79,C31,34.02
C79,C32,14.67
C79,C33,13.13
C79,C34,6.54
C79,C35,12.12
C79,C36,4.74
C79,C37,3.88
C79,C38,14.14
C79,C39,11.59
C79,C40,15.98
C79,C41,17.98
C79,C42,12.56
C79,C43,11.66
C79,C44,15.49
C79,C45,3.54
C79,C46,9.61
C79,C47,24.95
C79,C48,6.59
C79,C49,27.0
C79,C50,12.87
C79,C51,6.3
C79,C52,7.68
C79,C53,5.96
C79,C54,3.55
C79,C55,11.75
C79,C56,4.91
C80,C23,4.89
C80,C24,9.41
C80,C25,4.33
C80,C26,14.95
C80,C27,1.59
C80,C28,11.84
C80,C29,22.74
C80,C30,10.18
C80,C31,33.93
C80,C32,15.91
C80,C33,16.41
C80,C34,6.52
C80,C35,7.96
C80,C36,9.91
C80,C37,3.61
C80,C38,15.56
C80,C39,10.74
C80,C40,17.67
C80,C41,17.88
C80,C42,15.84
C80,C43,11.57
C80,C44,16.64
C80,C45,8.11
C80,C46,12.89
C80,C47,24.86
C80,C48,7.48
C80,C49,28.62
C80,C50,12.78
C80,C51,9.58
C80,C52,3.51
C80,C53,3.72
C80,C54,1.89
C80,C55,13.89
C80,C56,6.64
C81,C23,14.71
C81,C24,10.32
C81,C25,22.64
C81,C26,17.2
C81,C27,18.58
C81,C28,17.62
C81,C29,11.23
C81,C30,14.52
C81,C31,19.5
C81,C32,16.41
C81,C33,25.81
C81,C34,13.91
C81,C35,9.15
C81,C36,23.12
C81,C37,15.63
C81,C38,12.78
C81,C39,13.68
C81,C40,6.95
C81,C41,2.42
C81,C42,26.49
C81,C43,8.9
C81,C44,12.03
C81,C45,19.87
C81,C46,24.11
C81,C47,6.0
C81,C48,19.13
C81,C49,17.11
C81,C50,8.61
C81,C51,20.8
C81,C52,21.81
C81,C53,21.07
C81,C54,18.88
C81,C55,18.23
C81,C56,15.63
C82,C23,13.74
C82,C24,9.35
C82,C25,21.67
C82,C26,15.93
C82,C27,17.61
C82,C28,16.65
C82,C29,9.96
C82,C30,13.55
C82,C31,18.84
C82,C32,15.14
C82,C33,24.84
C82,C34,12.94
C82,C35,9.17
C82,C36,22.15
C82,C37,14.66
C82,C38,11.51
C82,C39,12.71
C82,C40,5.69
C82,C41,1.44
C82,C42,25.52
C82,C43,7.93
C82,C44,10.76
C82,C45,18.9
C82,C46,23.13
C82,C47,6.23
C82,C48,18.16
C82,C49,15.84
C82,C50,7.64
C82,C51,19.83
C82,C52,20.84
C82,C53,20.1
C82,C54,17.91
C82,C55,17.26
C82,C56,14.66
C83,C23,6.38
C83,C24,10.9
C83,C25,2.07
C83,C26,16.44
C83,C27,2.86
C83,C28,13.33
C83,C29,24.23
C83,C30,11.67
C83,C31,35.42
C83,C32,17.4
C83,C33,17.9
C83,C34,8.01
C83,C35,9.45
C83,C36,10.02
C83,C37,5.1
C83,C38,17.05
C83,C39,12.23
C83,C40,19.16
C83,C41,19.37
C83,C42,17.33
C83,C43,13.06
C83,C44,18.13
C83,C45,9.6
C83,C46,14.38
C83,C47,26.35
C83,C48,8.97
C83,C49,30.11
C83,C50,14.27
C83,C51,11.07
C83,C52,2.52
C83,C53,0.51
C83,C54,2.96
C83,C55,15.38
C83,C56,8.13
C84,C23,4.32
C84,C24,2.2
C84,C25,10.35
C84,C26,10.87
C84,C27,6.29
C84,C28,9.19
C84,C29,15.69
C84,C30,6.09
C84,C31,26.96
C84,C32,11.82
C84,C33,17.39
C84,C34,3.95
C84,C35,2.42
C84,C36,14.61
C84,C37,6.18
C84,C38,9.5
C84,C39,5.3
C84,C40,10.84
C84,C41,10.92
C84,C42,18.07
C84,C43,4.6
C84,C44,9.5
C84,C45,11.45
C84,C46,15.6
C84,C47,17.89
C84,C48,10.7
C84,C49,21.57
C84,C50,6.11
C84,C51,12.29
C84,C52,9.53
C84,C53,8.79
C84,C54,6.59
C84,C55,9.81
C84,C56,7.37
C85,C23,6.1
C85,C24,6.14
C85,C25,14.44
C85,C26,5.52
C85,C27,10.38
C85,C28,3.51
C85,C29,12.58
C85,C30,0.77
C85,C31,29.13
C85,C32,6.48
C85,C33,11.7
C85,C34,5.22
C85,C35,7.42
C85,C36,11.4
C85,C37,7.45
C85,C38,5.43
C85,C39,3.98
C85,C40,7.52
C85,C41,11.97
C85,C42,12.38
C85,C43,8.2
C85,C44,7.03
C85,C45,5.56
C85,C46,12.38
C85,C47,20.06
C85,C48,4.81
C85,C49,18.47
C85,C50,6.39
C85,C51,9.07
C85,C52,13.62
C85,C53,12.88
C85,C54,10.68
C85,C55,4.47
C85,C56,4.89
C86,C23,10.96
C86,C24,15.48
C86,C25,3.51
C86,C26,21.02
C86,C27,7.46
C86,C28,17.91
C86,C29,28.81
C86,C30,16.25
C86,C31,40.0
C86,C32,21.98
C86,C33,22.48
C86,C34,12.59
C86,C35,14.03
C86,C36,13.62
C86,C37,9.68
C86,C38,21.63
C86,C39,16.81
C86,C40,23.74
C86,C41,23.95
C86,C42,21.91
C86,C43,17.64
C86,C44,22.71
C86,C45,14.18
C86,C46,18.96
C86,C47,30.93
C86,C48,13.55
C86,C49,34.69
C86,C50,18.84
C86,C51,15.65
C86,C52,4.72
C86,C53,4.94
C86,C54,7.56
C86,C55,19.96
C86,C56,12.71
C87,C23,15.87
C87,C24,16.2
C87,C25,23.8
C87,C26,10.54
C87,C27,19.74
C87,C28,9.32
C87,C29,17.16
C87,C30,12.1
C87,C31,37.76
C87,C32,11.18
C87,C33,7.39
C87,C34,16.18
C87,C35,17.48
C87,C36,12.26
C87,C37,16.79
C87,C38,12.19
C87,C39,14.04
C87,C40,17.75
C87,C41,23.28
C87,C42,8.08
C87,C43,18.26
C87,C44,12.62
C87,C45,13.38
C87,C46,11.54
C87,C47,28.69
C87,C48,11.22
C87,C49,26.67
C87,C50,17.2
C87,C51,9.95
C87,C52,22.97
C87,C53,22.23
C87,C54,20.04
C87,C55,8.51
C87,C56,13.84
C88,C23,10.06
C88,C24,12.4
C88,C25,8.92
C88,C26,16.29
C88,C27,7.86
C88,C28,11.14
C88,C29,23.7
C88,C30,15.4
C88,C31,40.66
C88,C32,17.25
C88,C33,11.67
C88,C34,9.42
C88,C35,15.01
C88,C36,2.54
C88,C37,6.77
C88,C38,16.71
C88,C39,16.13
C88,C40,20.66
C88,C41,20.87
C88,C42,11.1
C88,C43,14.55
C88,C44,18.69
C88,C45,7.85
C88,C46,6.09
C88,C47,31.59
C88,C48,9.16
C88,C49,29.58
C88,C50,15.76
C88,C51,5.87
C88,C52,10.7
C88,C53,8.68
C88,C54,7.74
C88,C55,14.33
C88,C56,8.0
C89,C23,4.25
C89,C24,7.61
C89,C25,6.95
C89,C26,14.32
C89,C27,5.28
C89,C28,12.64
C89,C29,22.1
C89,C30,9.54
C89,C31,33.29
C89,C32,15.27
C89,C33,19.84
C89,C34,5.88
C89,C35,7.3
C89,C36,15.33
C89,C37,6.9
C89,C38,14.92
C89,C39,10.11
C89,C40,17.03
C89,C41,17.24
C89,C42,19.27
C89,C43,10.93
C89,C44,14.74
C89,C45,11.53
C89,C46,16.31
C89,C47,24.22
C89,C48,10.9
C89,C49,27.98
C89,C50,12.14
C89,C51,13.0
C89,C52,6.13
C89,C53,5.84
C89,C54,5.58
C89,C55,13.26
C89,C56,7.73
C90,C23,12.03
C90,C24,7.64
C90,C25,19.96
C90,C26,14.36
C90,C27,15.9
C90,C28,14.94
C90,C29,8.4
C90,C30,11.84
C90,C31,20.72
C90,C32,13.58
C90,C33,23.13
C90,C34,11.23
C90,C35,5.81
C90,C36,20.44
C90,C37,12.96
C90,C38,11.25
C90,C39,7.09
C90,C40,4.78
C90,C41,4.68
C90,C42,23.81
C90,C43,4.2
C90,C44,10.5
C90,C45,17.19
C90,C46,21.43
C90,C47,11.65
C90,C48,16.45
C90,C49,14.28
C90,C50,4.28
C90,C51,18.12
C90,C52,19.14
C90,C53,18.4
C90,C54,16.2
C90,C55,15.55
C90,C56,12.95
C57,C57,999.0
C57,C58,14.88
C57,C59,10.88
C57,C60,14.44
C57,C61,17.38
C57,C62,6.2
C57,C63,15.01
C57,C64,14.21
C57,C65,16.92
C57,C66,16.91
C57,C67,11.58
C57,C68,14.0
C57,C69,10.79
C57,C70,14.83
C57,C71,15.09
C57,C72,13.24
C57,C73,12.85
C57,C74,12.03
C57,C75,12.28
C57,C76,16.56
C57,C77,27.03
C57,C78,6.75
C57,C79,12.57
C57,C80,14.59
C57,C81,15.23
C57,C82,14.27
C57,C83,16.24
C57,C84,8.51
C57,C85,5.76
C57,C86,20.49
C57,C87,15.24
C57,C88,16.38
C57,C89,14.09
C57,C90,11.05
C58,C57,16.88
C58,C58,999.0
C58,C59,22.9
C58,C60,28.64
C58,C61,5.9
C58,C62,14.07
C58,C63,12.22
C58,C64,24.02
C58,C65,28.1
C58,C66,3.76
C58,C67,6.98
C58,C68,28.95
C58,C69,14.59
C58,C70,29.31
C58,C71,10.12
C58,C72,17.04
C58,C73,25.41
C58,C74,7.43
C58,C75,22.34
C58,C76,30.76
C58,C77,14.13
C58,C78,10.22
C58,C79,26.43
C58,C80,27.14
C58,C81,13.57
C58,C82,12.61
C58,C83,28.79
C58,C84,20.07
C58,C85,18.0
C58,C86,33.04
C58,C87,25.04
C58,C88,30.58
C58,C89,26.65
C58,C90,14.85
C59,C57,10.78
C59,C58,21.93
C59,C59,999.0
C59,C60,9.27
C59,C61,25.85
C59,C62,14.0
C59,C63,15.72
C59,C64,13.22
C59,C65,11.75
C59,C66,19.69
C59,C67,16.37
C59,C68,6.82
C59,C69,11.03
C59,C70,7.17
C59,C71,23.56
C59,C72,11.9
C59,C73,4.93
C59,C74,15.96
C59,C75,14.79
C59,C76,11.39
C59,C77,29.81
C59,C78,15.46
C59,C79,4.3
C59,C80,5.26
C59,C81,15.14
C59,C82,14.18
C59,C83,6.91
C59,C84,6.18
C59,C85,6.63
C59,C86,11.16
C59,C87,16.08
C59,C88,8.31
C59,C89,6.17
C59,C90,9.65
C60,C57,15.17
C60,C58,26.49
C60,C59,9.44
C60,C60,999.0
C60,C61,28.98
C60,C62,17.37
C60,C63,25.38
C60,C64,7.47
C60,C65,6.0
C60,C66,28.52
C60,C67,23.18
C60,C68,8.43
C60,C69,20.35
C60,C70,8.47
C60,C71,26.69
C60,C72,22.8
C60,C73,13.6
C60,C74,23.63
C60,C75,18.3
C60,C76,5.64
C60,C77,38.64
C60,C78,18.35
C60,C79,8.41
C60,C80,12.04
C60,C81,23.68
C60,C82,22.73
C60,C83,13.69
C60,C84,16.57
C60,C85,10.78
C60,C86,16.56
C60,C87,12.75
C60,C88,4.41
C60,C89,14.85
C60,C90,20.61
C61,C57,16.52
C61,C58,5.93
C61,C59,22.54
C61,C60,28.28
C61,C61,999.0
C61,C62,10.45
C61,C63,12.86
C61,C64,20.9
C61,C65,24.98
C61,C66,9.4
C61,C67,8.9
C61,C68,28.59
C61,C69,14.24
C61,C70,28.95
C61,C71,4.35
C61,C72,16.68
C61,C73,25.05
C61,C74,9.35
C61,C75,18.73
C61,C76,25.3
C61,C77,19.16
C61,C78,9.73
C61,C79,26.07
C61,C80,26.79
C61,C81,14.21
C61,C82,13.25
C61,C83,28.44
C61,C84,19.71
C61,C85,18.68
C61,C86,32.69
C61,C87,21.92
C61,C88,30.23
C61,C89,26.29
C61,C90,14.49
C62,C57,7.99
C62,C58,16.27
C62,C59,13.45
C62,C60,17.93
C62,C61,12.72
C62,C62,999.0
C62,C63,16.4
C62,C64,11.67
C62,C65,15.74
C62,C66,18.3
C62,C67,12.96
C62,C68,19.49
C62,C69,12.17
C62,C70,19.85
C62,C71,10.43
C62,C72,14.62
C62,C73,15.9
C62,C74,13.41
C62,C75,10.03
C62,C76,16.06
C62,C77,28.42
C62,C78,5.12
C62,C79,16.97
C62,C80,17.63
C62,C81,16.61
C62,C82,15.66
C62,C83,19.29
C62,C84,11.55
C62,C85,8.43
C62,C86,23.54
C62,C87,12.69
C62,C88,16.89
C62,C89,17.14
C62,C90,12.43
C63,C57,12.95
C63,C58,10.85
C63,C59,16.39
C63,C60,24.94
C63,C61,12.47
C63,C62,13.56
C63,C63,999.0
C63,C64,26.21
C63,C65,27.43
C63,C66,8.61
C63,C67,5.12
C63,C68,22.44
C63,C69,6.14
C63,C70,22.8
C63,C71,17.72
C63,C72,5.61
C63,C73,18.89
C63,C74,4.71
C63,C75,21.83
C63,C76,27.06
C63,C77,18.73
C63,C78,10.53
C63,C79,19.92
C63,C80,20.63
C63,C81,2.59
C63,C82,4.29
C63,C83,22.28
C63,C84,11.55
C63,C85,16.93
C63,C86,26.53
C63,C87,27.23
C63,C88,23.93
C63,C89,20.13
C63,C90,8.71
C64,C57,15.16
C64,C58,25.72
C64,C59,14.05
C64,C60,7.99
C64,C61,28.21
C64,C62,12.12
C64,C63,25.38
C64,C64,999.0
C64,C65,4.4
C64,C66,27.75
C64,C67,22.42
C64,C68,14.12
C64,C69,20.35
C64,C70,14.27
C64,C71,25.92
C64,C72,22.8
C64,C73,17.31
C64,C74,22.87
C64,C75,13.37
C64,C76,4.72
C64,C77,37.87
C64,C78,13.99
C64,C79,12.7
C64,C80,16.33
C64,C81,23.68
C64,C82,22.72
C64,C83,17.98
C64,C84,15.53
C64,C85,10.78
C64,C86,22.23
C64,C87,5.88
C64,C88,11.35
C64,C89,18.55
C64,C90,20.61
C65,C57,16.84
C65,C58,27.39
C65,C59,11.69
C65,C60,5.94
C65,C61,29.89
C65,C62,14.02
C65,C63,27.05
C65,C64,4.3
C65,C65,999.0
C65,C66,29.42
C65,C67,24.09
C65,C68,12.08
C65,C69,22.03
C65,C70,12.22
C65,C71,27.6
C65,C72,24.47
C65,C73,15.85
C65,C74,24.54
C65,C75,15.26
C65,C76,0.7
C65,C77,39.54
C65,C78,19.26
